rank,Video,Video views,Likes,Dislikes,Category,published,Category_encoded
394,Leopard tank`s powerful brake  #trending #brake  #edit #tank #panzar #viralvideo #shorts,0.0038087237900809694,0.02720600005798132,,Autos & Vehicles,2025,0
395,How to Survive Hurricane Irma,0.0002166517782603285,0.0009459102733711075,0.0013479965401422135,Pets & Animals,2017,11
396,The Grooms daughter leave him a message before her and her mummy walk down the aisle!,0.004893042557333448,0.044242536210863284,,People & Blogs,2025,10
397,Otonoke,0.0006125779083274805,0.0031820624170682595,,Music,2024,7
398,Buffet,0.00041338766271711174,0.0001118211121500931,0.0019208950697026544,Comedy,2016,1
399,Fresh Prince - If we so rich....,0.0006000632779541022,0.0015101702291864627,0.0034654744386156074,Comedy,2010,1
400,КИЕВСТОУНЕР С ДЕВОЧКАМИ НА ОСТРОВЕ!!!,0.0001567553476888695,0.00022629820079650485,0.008121679154356836,People & Blogs,2018,10
401,Top 20. Soundtracks Of All Times!,0.0005414391566832792,5.408738576825155e-05,0.014277530021006278,Music,2007,7
402,#movie #paddington #shorts The food has improved!,0.003329921011293925,0.037365492797081776,,People & Blogs,2024,10
403,Tom Holland performs Rihanna's Umbrella,5.236489708566338e-05,0.00013646767370491434,0.0005616652250592557,Comedy,2017,1
404,Ben Kalbimin Orta Yerine Seni Yazdım,0.00011003222832305893,9.291416082036721e-05,,Music,2024,7
405,Вратарь «Трактора» станцевал на матче в поддержку Чемпионата России по Фигурному Катанию,0.0001567205275567671,0.00043170872202874104,0.0035609575268756807,People & Blogs,2016,10
406,ARTH 2 Theatrical Trailer | Arth The Destination Official Trailer 2017,0.00019811280687360405,0.0001781304914564889,7.86331315082958e-05,Entertainment,2017,3
407,Fox News idiocy.,0.00018055108998391112,0.00011141596319302755,0.0025668100785207985,News & Politics,2017,8
408,Customer Fail!,0.0006843371608345415,0.00017149055021569232,0.012850900349355768,People & Blogs,2016,10
409,This is what sauna sessions are ACTUALLY like. #workout #funny #comedy #training #fitness #sauna,0.00324689882053064,0.03001302959045923,,Sports,2024,13
410,Ministry of Silly Walks,0.0014528445077526032,0.0008857006366960877,0.007026431965491288,Comedy,2006,1
411,Girl blown by a plane,0.001864788662186242,0.00016413034416233474,0.004184405926691455,Travel & Events,2012,14
412,Man kicks dog see how karma takes over,0.0001997317902964875,0.0004244610573523461,0.011463587243459408,Pets & Animals,2017,11
413,"Pop Smoke - The Woo (Audio) ft. 50 Cent, Roddy Ricch",0.0002397178249799964,0.002408700582856293,0.004931420676020265,Music,2020,7
414,"I carved the goddess Tomie into a small seal, I wonder if Junji Ito would like it #seal carving #han",0.005669968740226405,0.05337783489477742,,People & Blogs,2024,10
415,He Passed! 😂😂 #hub #goodkid #drums,0.0032101437275785264,0.03761938614350952,,People & Blogs,2024,10
416,porch hands,0.00011352981896081728,3.299713172545018e-05,0.00046056548454858964,Film & Animation,2016,4
417,Polar bear petting dog,0.001223809285493791,0.000546365876878293,0.010227923748329046,Entertainment,2016,3
418,Cats Welcoming Home Soldiers (parody video),0.0003179614107718614,3.49103351338153e-05,0.001454712932903472,Comedy,2014,1
419,Headie One - Parlez-Vous Anglais (Official Video) ft. Aitch,4.222750432766135e-05,0.0004858186160723851,0.0016119791959200637,Music,2020,7
420,I was in a wedding and smashed my face,0.0002369461119206707,0.0001253260773856116,0.00098853079610429,People & Blogs,2017,10
421,The emergency rescue dog is so awesome...cutepet,0.022002522901834673,0.03958501132526385,,People & Blogs,2024,10
422,UFO-Doctor Doctor,0.00016764671848279033,8.715204231987933e-05,0.0003089158737825906,Music,2008,7
423,UP (KARINA Solo),0.003407405273854154,0.006418797435064976,,Music,2024,7
424,Dave Chappelle on Martin Lawrence and Hollywood Culture,0.00016655232783960736,0.00014765428657500217,0.0004774154413003673,People & Blogs,2014,10
425,How to escape the cops,0.0004144322666801834,0.0009254277427639046,0.0023589939452488737,Autos & Vehicles,2017,0
426,Ovechkin fight vs Columbus,0.00013190217296103426,8.280794516912088e-05,0.0021118612462228013,Entertainment,2017,3
427,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush) (Yes or No (Feat. 허윤진 of LE SSERAFIM,...",0.0016184492087514416,0.001550977732473121,,Music,2024,7
428,How to Prevent Your Little One's Little Shenanigans 😂👶,0.008251651234043046,0.021407148052052818,,Howto & Style,2025,6
429,Fat Bike caught on an Electric Fence!,0.0005399089035093059,0.000300935641998137,0.002280360813740578,People & Blogs,2017,10
430,ProtoType gameplay,0.00047090074687808884,9.658300970934975e-05,0.0033980746116084965,Entertainment,2008,3
431,"Bandokay, LD - Too Many Lies (Official Video)",8.741975963998794e-05,0.0005557968442677635,,People & Blogs,2022,10
432,George Michael's Unfailing Internal Clock,0.0003248057048082678,0.0010365060818260442,0.006947798833982993,Entertainment,2013,3
433,"Familiada - Imię męskie na literę O. (Oliwier, Oliwia)",0.00014116386994063673,9.532254628736802e-05,0.0011457970591208814,People & Blogs,2017,10
434,внезапно,0.00014012018229683093,4.157278465000442e-05,0.001443479628402287,People & Blogs,2017,10
435,Playa Del Inglés,8.483360123199735e-05,0.0005749513866268072,,Music,2022,7
436,Medy feat. Capo Plaza - Arai (Visualizer),0.00020315653355261059,0.0005531183594960523,,Music,2023,7
437,Encuentra POP Queso Cheddar.,0.0033204039666789053,0.00015010768859278803,,Music,2023,7
438,Good old days,0.00018400637721556265,0.0002224717939797746,0.0008144145763359207,Gaming,2016,5
439,"Isabela Merced, Danna Paola - Don't Go (Official Music Video)",9.186604615765874e-05,0.0016369593444725888,0.00667819952595455,Music,2020,7
440,Chroma Key test,0.0011426785304151027,0.0009288039840727842,0.008688961031666685,Entertainment,2010,3
441,КРЫМ (Трейлер для Украины),9.975876215407783e-05,0.00022668084147817787,0.0786218982037946,People & Blogs,2017,10
442,Real Gunfighter Lance Thomas on Justic Files,0.00015554779161635376,0.00014421052043994497,0.0,News & Politics,2009,8
443,Tak Ingin Usai,0.00011752451280030055,0.00013867348469338237,,Music,2023,7
444,Rainbow 책갈피,9.287995342532437e-05,0.0022186407054417628,0.0009772974916031048,Music,2021,7
445,2024年5月18日,0.006234244252933379,0.014914568490251126,,People & Blogs,2024,10
446,Out of Context Joffrey Baratheon,0.0001382676901810328,0.0005401085763191694,0.002010761505712135,Gaming,2015,5
447,I can feel it down in my plums....,0.00023396731070726243,9.149613947063778e-05,0.0008593477943406612,Comedy,2009,1
448,Big Fish - trailer,0.0003178209084844307,5.881412360068302e-05,0.0006683816178205143,Entertainment,2006,3
449,метеорит Хакасия 06 12 2016,0.00019851003127535104,0.0001779279169779561,0.0019714449399579875,Autos & Vehicles,2016,0
450,Goat baby died.. 🐐 #wildlife #halloween #funny #comedy #cutebaby #birds #baby,0.006792146612426472,0.020635429321944506,,Autos & Vehicles,2023,0
451,"Flau'jae, Lil Wayne - Came Out A Beast (Official Music Video)",0.00024931061865432686,0.0010745450672394214,,Music,2024,7
452,Music Marketing & Promotion. Dominate Digital Mediums  [LaxPromotion.com],1.4422101645127538e-05,0.0001786481817905171,8.98664360094809e-05,Film & Animation,2016,4
453,Hard For Me,5.5673115075145593e-05,0.0002272885649137762,0.00046056548454858964,Music,2020,7
454,Raisa - Nyaman Tak Cukup (Official Music Video),0.00011166785821260534,0.0005488868037222564,,Music,2023,7
455,Гимн Украины Крым Ялта 2K17,1.8900459337103183e-05,3.4437661350572155e-05,0.0013479965401422135,Nonprofits & Activism,2017,9
456,Best pirate I've ever seen,0.0005324618241158462,0.0011650958591435728,0.0022859774659911704,Gaming,2018,5
457,Dog loves ticklish fringe,0.00013721056318799447,0.00017176064952040268,0.001392929758146954,People & Blogs,2016,10
458,"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)",0.00012080264497388727,0.00015895344082205264,0.001303063322137473,Film & Animation,2017,4
459,Oğuzhan Uğur Sunucunun Tezini Çürütüyor,0.00017285049559356575,0.000363013465530737,0.0034149245683602744,People & Blogs,2018,10
460,CNN (CLINTON NEWS NETWORK) TELLS VOTERS WHAT TO SAY,0.00017320816554700343,0.00022656830010121522,0.00322957504409072,People & Blogs,2016,10
461,buziak od pierwszego zatrzymania ;),0.0001773293114451743,0.00025684193050416916,0.0020950112894710235,Sports,2018,13
462,Squid Game Challenge: Lee Jung-jae Edition! #squidgame #netflix #squidgame2 #leejungjae #shorts,0.003953541483094193,0.02143692650039714,,Entertainment,2025,3
463,Älg i vak,0.000314521853687607,0.0001915004070396522,0.0008256478808371058,Pets & Animals,2017,11
464,Kingdom Hearts: Birth By Sleep (PSP) trailer [High Quality],0.0006415484109565455,0.00032168827191005045,0.0019433616787050245,Entertainment,2007,3
465,"Alphabet lore,Colors #mixingcolors #alphabet #alphabetlore #24magicalcolors",0.011617609554864166,0.020604457935004386,,People & Blogs,2024,10
466,Blind Guardian - The Bard's Song,0.0006285505748903078,0.0006390774632201275,0.001443479628402287,Music,2006,7
467,Охотничий кот,9.558126262105705e-05,0.0001113034218160649,0.021910560429561562,People & Blogs,2016,10
468,romeo n juliet (feat. youra),0.0001449882811165491,0.00033449548060840044,,Music,2024,7
469,FINNEAS - Love is Pain (Official Music Video),3.764056280268221e-05,0.0006700938667110349,0.000595365138562811,Music,2021,7
470,Мы едем в аду,0.00013711175342716005,0.0003212606146775923,0.01010435739881601,People & Blogs,2017,10
471,EPIC Drum Solo FAIL!,0.0005835486085455232,0.0004906353870063868,0.005054987025533301,Comedy,2011,1
472,42 Dugg - Maybach feat. Future (Official Music Video),0.00021791920052487992,0.00143695080933456,0.005841318340616259,Music,2021,7
473,3 steps to make a sandwich cookie #squishy #diycrafts #handmade #statisfying #cookies #fyp #foodie,0.01009693542977611,0.020503215712288782,,People & Blogs,2024,10
474,Dad faces some demons,0.00020587128209757576,0.0002825238727270468,0.002937509127059907,People & Blogs,2017,10
475,Kid singing Britney Spears scared to death by his mom,0.0018166327249283939,0.0008788806292521508,0.0130530998303771,Comedy,2007,1
476,Брянск ГИБДД VS Администрация,0.00016086885759315826,0.00032805811384613667,0.0014097797148987317,Nonprofits & Activism,2012,9
477,These cars did NOT want to stop 😂 #funny #shorts #shortsfeed #protest #funnyshorts #fails #cars,0.006899814278883999,0.03916768539121093,,Autos & Vehicles,2024,0
478,Why’d you join the military,0.0029998605209357494,0.026827275816226594,,People & Blogs,2024,10
479,VISTA AL MAR,0.00019863816325269273,0.0002913696249563114,,Music,2023,7
480,BBC Weatherman Caught Giving Middle Finger on Stage,7.117448809556954e-05,5.7778742932626614e-05,0.0008761977510924388,News & Politics,2010,8
481,Tiakola - 200K (Visualizer),5.4412870644843343e-05,0.0002769193121543066,,Music,2023,7
482,a shop for killers #kdrama #leedongwook #fypシ #shorts,0.005566750872843735,0.05248535926718818,,Entertainment,2024,3
483,What happened with petrol ⛽️ theif?,0.012243710044757463,0.015729142976706818,,People & Blogs,2025,10
484,Tutorial For Wacky The Magic Worm #shorts,0.004803895230437573,0.027255945921077343,,Entertainment,2023,3
485,Tutorial on how to float (new edit) #slickback #airwalk #viral #dance,0.0036238983761616122,0.02325615785899844,,People & Blogs,2023,10
486,Фокусы в армии (с пюрешкой) / Magic in Russian Army,0.0001693246517784436,0.0005012592929916613,0.004852787544511968,People & Blogs,2016,10
487,"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario",0.0001852006466587235,0.00012784700422957505,0.011654553419979554,Nonprofits & Activism,2016,9
488,Cian Ducrot - I'll Be Waiting (Official Video),9.276006832137536e-05,0.0003816503175557525,,Music,2023,7
489,Even Sam Sulek struggled on this machine #arsenalstrength #samsulek #workoutmotivation #squat,0.0032562842206111326,0.027735529744865997,,Sports,2024,13
490,"Original Elias, Los Yakis, Big Lois - COCO",7.648684903934844e-05,0.00013081809658138912,,Music,2024,7
491,Today's child 💀 #trollface #shorts,0.005081984840994402,0.04447790524664298,,Entertainment,2025,3
492,[HQ AUDIO]Foo Fighters & Rick Astley - Never gonna give you up - Summer Sonic Tokyo 20th August 2017,0.00015065113417951653,0.0002812859175804576,0.0016512957616742117,Music,2017,7
493,Don't bring a snowball to a water fight - Original Audio,0.0004071556226701724,0.0005596232510844937,0.004133856056436121,Comedy,2013,1
494,He's trying to take care of the baby like a new mom.#movie #shorts,0.0023646681585667885,0.0419573835516366,,People & Blogs,2024,10
495,"Pop Smoke - The Woo ft. 50 Cent, Roddy Ricch",0.0003747692345378875,0.004725814993140377,0.01496276159557857,Music,2020,7
496,Camera 🙃🤭 | #shortsfeed #short #shorts #youtubeshorts #memes #memesvideo #memesdaily #meme,0.004180327446995093,0.03682952574343483,,Science & Technology,2024,12
497,Rocky Balmoto,0.00033195696579873467,0.00023489636199645162,0.009132676559463497,People & Blogs,2016,10
498,Girl stuck in the freezer,0.00019370256224705677,0.0001900373691391377,0.005144853461542782,People & Blogs,2016,10
499,Cıstak x Ne,0.00013107794378140007,0.00012348039880342407,,Music,2024,7
500,Краснодарские пробки: акция по борьбе с дебильными наклейками. Inst nedobor,0.004780315434049517,0.02507962077337354,,People & Blogs,2024,10
501,MILLION DOLLAR BABY,6.701516222798814e-05,0.0006672578240115761,,Music,2024,7
502,Lil Tjay - Hold On (Official Video),7.123740868515807e-05,0.001146143891263062,0.0017186955886813223,Music,2019,7
503,"Ráfaga, Maria Becerra - Mentirosa Remix (Official Video)",0.0006397834273306364,0.002132141403108267,,Music,2023,7
504,Checking reflexes in children😮,0.0025768736503094464,0.03118433773361114,,People & Blogs,2024,10
505,"Raisa, Ahmad Dhani - Biar Menjadi Kenangan (Official Music Video)",0.00012742534246783504,0.0005491569030269669,,Music,2023,7
506,Богатеи на Порше на митинге вкладчиков ТФБ,4.193748928001909e-05,0.0001152423700097578,0.02559508430595028,News & Politics,2017,8
507,Vor dem Spiel Arminia vs Eintracht,8.540752253217621e-05,0.00032033777538649857,0.007133148358252546,Sports,2017,13
508,Horse attacks alligator! Payne's prairie 4/12/17,0.00032505769260637716,4.055991225734053e-05,0.0011233304501185113,People & Blogs,2017,10
509,吳青峰 - （......催眠大師）（feat. Maîtrise Saint-Marc - Les Choristes）,0.000104480097171382,7.310687847494009e-05,,Music,2022,7
510,Slime craft #diy #viralvideo  try it 😍🔥,0.0076948901501955715,0.015219353047341386,,Howto & Style,2024,6
511,High School Musical 3 - Can I Have This Dance *OFFICIAL MUSIC VIDEO w/lyrics (HQ),0.003899158850985122,0.00052775153312867,0.009497758955752012,Music,2008,7
512,LOTR cast make fun of Orlando Bloom,0.000414128659563431,0.0002813759506820277,0.0010952471888655486,Film & Animation,2011,4
513,How To Survive In A Snow Cave ❄️ (@OutdoorBoys),0.004708981811841445,0.04469943169305627,,People & Blogs,2024,10
514,"Лидер вежливых фермеров о концерне ""Покровский""",0.00011763492927183576,0.00010761206465168983,0.011216454544433336,People & Blogs,2017,10
515,Girl honks at ship,0.0018411711439884088,0.0015547141061882813,0.02203974343132519,Autos & Vehicles,2012,0
516,Confidence for a better voice #viralvideo #movie #funny #funny,0.0033154089576408665,0.03474899581580164,,People & Blogs,2025,10
517,Bobby,0.001600111674883327,0.0021391414767553438,0.005734601947855,Film & Animation,2014,4
518,"Korea, the best dancer ever!!!",0.0036710333810374236,0.0008218446594074777,0.07733568483840891,Entertainment,2007,3
519,The last touch…🎨,0.0034544393308908435,0.029278944696807228,,People & Blogs,2024,10
520,MTG Chihiro (Funk),0.00017385447606918462,0.0006371417515363698,,Music,2024,7
521,ABBA Dancing Queen 1976,0.0031527386163710423,0.0005040278108649426,0.004779771065254266,Music,2006,7
522,Jack Douglass' Acceptance Speech for Youtuber of the Year,0.0001854155235265659,0.0013112871078180604,0.0028307927342986483,Gaming,2018,5
523,Sakeru Gum series さけるグミ #1-11 complete (Eng SUB),0.0002525383532682917,0.0007258018483075488,0.0014884128464070275,People & Blogs,2018,10
524,basic instinct,0.0009834675998136267,1.5058036237603119e-05,0.0015221127599105828,Entertainment,2006,3
525,Lil Nas X - Panini (Official Video),0.00013892728733256882,0.0060742407553561134,0.022303726087103043,Music,2019,7
526,The moment an old lady questions her own sanity,0.002539365342920802,0.003422608356188236,0.013940530885970725,People & Blogs,2014,10
527,A Cheetah Cub Clings to Life After Being Saved from Drowning by Rescuers,0.003330303269147663,0.026831912520957457,,People & Blogs,2024,10
528,Cats are weird,0.0035843181181929983,0.033001003148817695,,Music,2024,7
529,The chosen killer who stunned Blackie #thechosenson #shorts #movie #video,0.002718322953701396,0.04139908828880026,,Film & Animation,2024,4
530,Rels B - BALADITA 2000’s (SIN MIRAR LAS SEÑALES),7.231668006045446e-05,0.0018642929259371501,0.0022466609002370227,Music,2019,7
531,Blue Angels Fly By,0.0012118719362578995,0.00024167135288960341,0.002342143988497096,Comedy,2015,1
532,экстремальный взлет в Бодайбо.mp4,0.000282038641152897,6.653446206032109e-05,0.0006122150953145886,Autos & Vehicles,2012,0
533,Blinker fluid prank,0.0005234489078169227,0.0005695944170833848,0.008621561204659574,People & Blogs,2017,10
534,This Net Play Masterclass by Lee Chong Wei Will Blow Your Mind!,0.004876104395704167,0.02023410677169568,,Sports,2024,13
535,He is a real hero 👏👏👏#pump #patrol #cctv,0.011820317855575897,0.059466098305703076,,People & Blogs,2024,10
536,Kitne speed se aaya kutta #dog #dogwithpublicsafety #ytviral #ytshortsindia #animals,0.009072649930105458,0.03179091324716445,,People & Blogs,2025,10
537,"Coldplay covers Linkin Park's ""Crawling""",0.00015109142558675858,0.00011445458037101923,0.0026285932532773165,Music,2017,7
538,Jim Carey - How Wealthy People Laugh,0.003524786229969471,0.00409349001253801,0.02744296289639523,Film & Animation,2011,4
539,Look alike cam,0.003311092788458947,0.026869096191905917,,People & Blogs,2024,10
540,turtle sneeze!,0.00010771943849604765,0.00024191894391892123,0.0005504319205580705,Pets & Animals,2013,11
541,Weakest Link (US) - Anne Robinson meets her match,0.00037232082945953,0.0004063193873859663,0.0017411621976836924,Entertainment,2008,3
542,Joffrey was right,0.0002971614215966463,0.0005029474136461011,0.00349355769986857,People & Blogs,2016,10
543,Anas - Dans mon monde (Clip officiel),5.9444074293883236e-05,0.00023926296742260263,0.0007020815313240696,Music,2018,7
544,Din Cauza Ta,9.893667105273065e-05,0.00010648665088206329,,Music,2022,7
545,Zeze,8.783851754448244e-05,0.00013081809658138912,,Music,2024,7
546,I’m Not an Alcoholic…,0.003579378088310911,0.024935567810861342,,People & Blogs,2024,10
547,Philippe Poutou - On n'est pas touché (clip officiel de campagne à la présidentielle 2017),6.983971636497798e-05,5.912923945617845e-05,0.005335819638062928,Pets & Animals,2017,11
548,Sofia Castro - En Camara Lenta (Official Video),4.329654347115575e-05,0.0009162668746791445,,Music,2022,7
549,These white mouse passed her super fast! #shorts,0.00443977942912424,0.017451881358700343,,Entertainment,2024,3
550,If You Ask Me What Love Is,0.0009552270981996908,0.0007661591860863565,,Music,2024,7
551,University of Arizona v.s. UCLA Streaker Dressed as Referee 2011 ENTIRE VIDEO (ORIGINAL),0.0003904211893576665,6.829010754093851e-05,0.0032576583053436827,Entertainment,2011,3
552,Girl falls off stage while getting proposed to at dallas music festival ORIGINAL (part 1),4.238740203955259e-05,1.0218757028208993e-05,0.001342379887891621,People & Blogs,2017,10
553,Streamer is virtually violated by a weird guy and his goon.,0.00021009597207278795,0.00045457712982755236,0.002544343469518428,People & Blogs,2016,10
554,Cute Golden retriever rescuing her teddy bear,0.0004191656665678213,0.0002795302720998402,0.0023983105110030214,People & Blogs,2013,10
555,Time of my life - Trump ft. Clinton (Original),0.00014181094406220612,0.00021475145552013653,0.0010222307096078452,People & Blogs,2016,10
556,Creating Stunning Pencil Art with Wood Lathe #woodwork  #woodturning #woodworking #short,0.005713582024723791,0.020830013362712937,,People & Blogs,2024,10
557,Ryan Gosling - Epic Old Dancing Videos 1992,0.00025188028331553207,0.00014182464324833668,0.0011794969726244369,People & Blogs,2015,10
558,Cat doesn't like Trump,0.00017645957174200282,9.262155324026432e-05,0.0011120971456173262,People & Blogs,2016,10
559,Real Boston Richey - Get In There (Official Music Video) ft. GloRilla,0.00016328778773513078,0.0005179829416083117,,Music,2024,7
560,POV: Our dad before we were born#pov #dads,0.003972967756970017,0.036982874623684145,,Entertainment,2024,3
561,シカ色デイズ,0.0005176024854610295,0.001738314108565155,,Music,2024,7
562,"Eden Muñoz - Ni Te Conozco, Ni Me Saludes",5.607782275089704e-05,0.00019082515877787628,,Music,2024,7
563,White Bear Mitsubishi - Gopher Hockey Outtakes - White Bear On Ice,0.00045109236786840365,0.0006090514238464914,0.0014715628896552497,Autos & Vehicles,2016,0
564,Jedna fotografija dnevno u najgoroj godini života / One photo a day in the worst year of my life,0.009445396542583855,0.0007251266000457728,0.02271935835364689,People & Blogs,2013,10
565,În golul tău,7.604991746941453e-05,0.00024918911687070867,,Music,2023,7
566,Декабрьский снег,6.909230528379773e-05,0.0001291299759269493,,Music,2024,7
567,My dog and his extremely sour warhead.,0.0004907106530865504,0.0008303527875058544,0.01307556643937947,People & Blogs,2016,10
568,Tems - Me & U (Official Video),0.0010292301111490688,0.004321138709858066,,Music,2023,7
569,Róż,0.00012947957754199833,0.0002958262634840325,,Music,2024,7
570,"Michaël Brun, John Legend, Rutshelle Guillaume - Safe (Audio)",4.4465155974872756e-05,0.0003406627480659539,,Music,2024,7
571,"Балаклея, Харьков, момент детонации",0.0002895975114967906,0.00010070202410618288,0.0011064804933667337,People & Blogs,2017,10
572,The Usual Suspects Lineup HQ WS,0.0003451751766484099,0.00029458830833744334,0.0007975646195841431,Entertainment,2009,3
573,Dashcam BMW crash,0.0008585318967911126,0.0003219133546639757,0.006784915918715808,People & Blogs,2016,10
574,love nwantiti (feat. Dj Yo! & AX'EL) (Remix),0.00016585806327584657,0.0010028562101142106,0.0024039271632536143,Music,2021,7
575,David Hasselhoff - Hooked on a Feeling,0.0021081259482663554,0.0009538331863092784,0.024775053077363766,Music,2006,7
576,It Got Grandma!: Chimp at Zoo Throws Poo in Grandma's Face!,0.0006002040856812883,0.0005484591464897984,0.007790296671571876,Pets & Animals,2017,11
577,American Terrorist Christopher Cantwell balls his eyes out,0.00018916052036610438,3.4505186176749746e-05,0.032239583918401274,People & Blogs,2017,10
578,Jamie Fine - If Anything's Left (Lyric Video),5.430474497147277e-05,0.00023206031929699273,,Music,2023,7
579,Stephen Colbert 2011 Commencement Speech at Northwestern University,0.00016754729784244536,0.00015951614770686593,0.0005897484863122184,Comedy,2011,1
580,"Jawsh 685, Jason Derulo, BTS - Savage Love (Laxed - Siren Beat) (BTS Remix - Visualizer)",0.00010151610978610497,0.001955023784044442,0.004409072016715157,Music,2020,7
581,A real loyal man ❤️‍🩹 #healthcore #relationship #happy,0.0028990313451592786,0.034441330199461134,,People & Blogs,2024,10
582,#cls63amgshootingbrake #car #drift #rage #funnyshorts,0.00354933992101725,0.018364524401041287,,Gaming,2024,5
583,25 января 2017 г.,7.838347719978515e-05,0.00012789202078036013,0.005116770200289819,People & Blogs,2017,10
584,Lady Mi Amor,0.00043033514025892834,0.0011152850456999021,,Music,2022,7
585,Now United - Clockwork (Official Music Video),0.0005442617254618597,0.0024493280199398113,,Music,2022,7
586,This elevator zombie is the previous doctor#shorts #movie,0.002834932827154498,0.02837872622248296,,People & Blogs,2025,10
587,ДЕВОЧКИ СРУБИЛИ КУЧУ БАБЛА,4.675580141962595e-05,0.0002373047474634524,0.09133238224688556,People & Blogs,2017,10
588,Derrick Barry (Britney Spears) - America's Got Talent,0.0008133101665424011,0.0002807457189710369,0.004251805753698565,Entertainment,2008,3
589,Airport worker did not believe John Krasinski,0.002753695168161461,0.025532262191517333,,People & Blogs,2024,10
590,#epicfail #funnyfelines #laughoutloud #viralvibes,0.006318408024782039,0.026429869705896072,,People & Blogs,2023,10
591,Michele Morrone - Hard For Me (Official Music Video),0.00014099144919877885,0.003671594898580412,0.003824940182653531,Music,2020,7
592,Lighter (feat. KSI),2.494923553087209e-05,0.00033964987567329004,0.0016119791959200637,Music,2020,7
593,Weather boi,0.00033279784144503183,0.0009048776873305239,0.004487705148223452,People & Blogs,2017,10
594,同担☆拒否 feat. ちゅーたん（CV：早見沙織）／HoneyWorks,0.00020847408697222933,0.0012118005305830743,,Music,2024,7
595,The Loud Machine,8.956165592391777e-05,0.00016230717385553974,0.0006683816178205143,Comedy,2006,1
596,Jokes on you #foryoupage #viralshort  #crime #fyp,0.0022275695390491057,0.02949621707917133,,Gaming,2024,5
597,Митинг. Владивосток. Димон. 26.03.2017,4.2266295176582434e-05,0.00011157352112077526,0.003808090225901753,Gaming,2017,5
598,Carlsberg stunts with bikers in cinema,0.003418174621465839,0.001133899389449525,0.0045270217139776,Entertainment,2011,3
599,True Life: Saddest Moments from Suicide to Self Mutilation | MTV,0.00010549660067696751,0.00015242604095821872,0.0029150425180575366,Entertainment,2017,3
600,J.I. - Used To [Official Music Video],2.3746108334807975e-05,0.0005051307163591766,0.0007245481403264398,Music,2021,7
601,Driving lesson nearly ends badly,0.0030508402487311997,0.024454340882969033,,Comedy,2024,1
602,Skyrim SE - Do not be afraid,5.859678441272511e-05,0.00017675748665754452,0.00023028274227429482,Gaming,2016,5
603,Andy Serkis as Gollum or Sméagol reading Trumps tweet's,8.754758617757433e-05,0.00021416624035993073,0.003409307916109682,News & Politics,2017,8
604,"morodo, la yerba del rey",0.0008082610946676771,0.00010812975498571806,0.0014771795419058424,News & Politics,2007,8
605,that would have been one expensive crash #crash #bmw #automobile,0.004916982314473106,0.02994784562492246,,People & Blogs,2024,10
606,Scummy Chef Tried Sabotaging A Blind Chef 💀,0.002132925976476771,0.031375568041346086,,People & Blogs,2025,10
607,easy money fr 🤣 #edit #funny #comedy #wow #comedymemes #shortvideos,0.004327912118751435,0.0281821164369292,,People & Blogs,2024,10
608,Why Bryan Cranston Took M*th...,0.0023396207241545928,0.03095380797704084,,People & Blogs,2025,10
609,Gruzi - Don't let me down,0.00015946169664056436,9.13610898182826e-05,0.0005111153548039226,Music,2017,7
610,Touch at Your Own Risk,0.00039586290403780824,7.873394732307279e-05,0.0012468967996315476,People & Blogs,2017,10
611,"Hippo Charge on Chobe River Jan2015, recorded with iPhone 6; Botswana, Awesome but crazy dangerous.",0.0014798798968120657,0.00031804193129646044,0.0043416721897080466,People & Blogs,2015,10
612,Why do some people like to steer with one hand while driving? #car #cardriving,0.004374181201921015,0.026047364073875402,,People & Blogs,2025,10
613,Sister Act 2 - Oh Happy Day,0.005755328766876635,0.001960583328066397,0.008924860426191571,Music,2006,7
614,Bucket Bear better quality,0.000665057498041253,5.7261052598598396e-05,0.0006571483133193291,Pets & Animals,2014,11
615,Finch Frozen to Fence Rescue,0.0005586122014843731,0.00056963943363417,0.0008537311420900686,People & Blogs,2017,10
616,no one hates tom holland more than anthony mackie,0.0004755626738629902,0.0013095539706128355,0.0068635490502241036,People & Blogs,2018,10
617,Jay Wheeler - THROWBACK (Official Video),0.0011828412619970436,0.0017377288934049494,,Music,2023,7
618,Ralph Macchio edit age👶,0.00298020333460493,0.0300456665897784,,People & Blogs,2024,10
619,SDCC 2018 D23EXPO LEAK AVENGERS 4 TEASER TRAILER GUARDIANS AND THOR,0.00013090750839795154,0.00010842236256582095,0.09412947506768066,People & Blogs,2017,10
620,Wait for it...,0.0002871121482080438,0.0005867232146571008,0.02093887959020905,People & Blogs,2016,10
621,Lan x Affetmem,6.29424285310298e-05,9.340934287900289e-05,,Music,2024,7
622,퇴사할 때 단톡방에 올리는 영상,0.0004470593413396322,0.001063245912992371,0.0027746262117927228,People & Blogs,2017,10
623,Nasılsın Başkan ?,7.772342188861617e-05,9.89013620747804e-05,,Music,2024,7
624,Charging Fails  The Hilarious Struggles of Charging a Cybertruck #wtfdfw,0.0037037751483249815,0.023178751899923525,,Entertainment,2024,3
